Date,close,high,low,open,volume
13-February-2014,357.2000,357.2000,346.5000,347.7000,4175000
14-February-2014,357.3500,359.3400,353.3500,359.3400,3520200
18-February-2014,353.6500,355.7300,349.4500,355.2800,4998000
19-February-2014,347.3800,354.5400,346.1000,352.6400,4168100
20-February-2014,349.8000,350.4600,344.3800,348.8000,3492800
21-February-2014,346.7600,354.1400,346.7500,352.4400,4210000
24-February-2014,351.7800,353.0000,343.2900,345.1900,3644700
25-February-2014,358.3200,361.0800,351.5800,353.0000,3736400
26-February-2014,359.8000,364.7500,357.1700,359.8600,3622100
27-February-2014,360.1300,360.5900,355.5000,357.2200,3104900
28-February-2014,362.1000,365.8700,357.0800,360.6000,3882000
03-March-2014,359.7800,360.9600,354.4800,358.7400,2798300
04-March-2014,363.9000,365.6800,362.4600,363.9000,2704400
05-March-2014,372.3700,372.7300,363.9000,364.1300,3848300
06-March-2014,372.1600,375.3300,368.9000,374.0500,2926600
07-March-2014,372.0600,374.9900,369.5300,374.5800,2279800
10-March-2014,370.5300,372.7300,367.0000,372.6900,2105800
11-March-2014,368.8200,372.8000,367.2800,370.9900,2246100
12-March-2014,370.6400,371.1600,363.6100,366.4000,2216600
13-March-2014,371.5100,383.1100,368.0800,376.6200,6829000
14-March-2014,373.7400,378.5700,371.5500,372.8000,4402200
17-March-2014,375.0400,378.8500,374.8800,375.7200,2303000
18-March-2014,378.7700,379.0000,375.0000,377.3200,2483500
19-March-2014,373.2300,379.0000,369.4200,378.7700,2646700
20-March-2014,368.9700,373.0000,366.2200,370.6400,2558500
21-March-2014,360.6200,372.8400,358.4000,371.0000,5414100
24-March-2014,351.8500,361.5000,348.6000,360.0900,4873500
25-March-2014,354.7100,358.9700,348.8400,354.0300,4445700
26-March-2014,343.4100,357.6000,343.4000,357.1300,4120700
27-March-2014,338.4700,344.0000,330.8800,343.1500,5766400
28-March-2014,338.2900,347.0000,336.0800,340.0500,3986800
31-March-2014,336.3700,346.2900,334.0600,342.4000,4297500
01-April-2014,342.9900,344.4300,338.0000,338.0900,3600100
02-April-2014,341.9600,348.3000,340.3800,345.9900,4475500
03-April-2014,333.6200,342.5000,328.4600,341.8200,6399300
04-April-2014,323.0000,335.4400,315.6100,335.1500,12534600
07-April-2014,317.7600,324.9400,313.1300,320.9900,7077400
08-April-2014,327.0700,328.0000,318.4400,321.8800,6577600
09-April-2014,331.8100,332.1800,322.5000,328.4700,5056600
10-April-2014,317.1100,331.0000,316.5000,330.6000,6126700
11-April-2014,311.7300,316.5000,309.5000,314.0000,7287500
14-April-2014,315.9100,320.4800,311.2800,317.6700,4293500
15-April-2014,316.0800,318.2800,305.5000,316.7000,5398600
16-April-2014,323.6800,324.0000,314.7100,321.1700,4284900
17-April-2014,324.9100,328.6600,319.7600,319.7600,4299200
21-April-2014,330.8700,331.1500,322.3100,323.9700,2999400
22-April-2014,329.3200,337.5000,328.9400,332.0000,3711600
23-April-2014,324.5800,333.1300,323.3900,333.0600,3604600
24-April-2014,337.1500,337.4000,322.9500,329.6700,9293700
25-April-2014,303.8300,316.4900,302.7100,316.2500,16180200
28-April-2014,296.5800,304.3900,288.0000,304.0000,14479800
29-April-2014,300.3800,301.8400,290.4500,296.4400,6509300
30-April-2014,304.1300,304.5600,298.1000,298.1000,4088600
01-May-2014,307.8900,310.4800,304.0000,304.1300,4328600
02-May-2014,308.0100,313.2900,304.3100,310.4200,3995100
05-May-2014,310.0500,310.2300,305.0000,306.3700,2519900
06-May-2014,297.3800,309.8100,297.0400,309.5300,4682300
07-May-2014,292.7100,296.4000,286.6800,295.5600,7015200
08-May-2014,288.3200,295.8800,287.2300,290.8200,3848200
09-May-2014,292.2400,293.6800,284.3800,290.5700,4063000
12-May-2014,302.8600,303.3400,294.1600,294.3000,3729600
13-May-2014,304.6400,305.6000,300.7500,302.6000,3509900
14-May-2014,297.6200,304.6400,296.6600,302.5000,3323300
15-May-2014,295.1900,299.2000,290.3800,298.0200,4295100
16-May-2014,297.7000,298.8800,291.5500,292.8000,3636800
19-May-2014,296.7600,299.0000,293.8100,295.7600,2284200
20-May-2014,301.1900,304.4600,296.7500,297.1000,4095700
21-May-2014,305.0100,305.9600,301.5200,302.2100,3408800
22-May-2014,304.9100,308.5400,303.0100,305.0500,2576800
23-May-2014,312.2400,312.3500,304.9000,305.4600,3052900
27-May-2014,310.8200,314.6300,307.3800,314.4100,4862100
28-May-2014,310.1600,313.8200,307.4200,309.5000,2726000
29-May-2014,313.7800,314.8700,310.2000,310.4200,2365500
30-May-2014,312.5500,314.6500,307.5700,314.4300,4260200
02-June-2014,308.8400,312.6000,307.0000,312.5900,2203400
03-June-2014,307.1900,307.9200,305.0700,305.7500,2379200
04-June-2014,306.7800,309.5000,303.8400,306.8500,2107100
05-June-2014,323.5700,327.9400,306.9000,308.1000,7796700
06-June-2014,329.6700,330.8800,324.9300,325.0000,5244000
09-June-2014,327.5000,333.0000,325.6500,331.5700,3212200
10-June-2014,332.4100,335.5000,327.5000,327.6500,3663400
11-June-2014,335.2000,340.7200,333.8800,336.0000,4436800
12-June-2014,325.9100,335.5500,324.6600,335.5500,4276300
13-June-2014,326.2700,329.3000,323.5300,327.0500,2764800
16-June-2014,327.6200,328.6900,323.5200,324.8600,2449800
17-June-2014,325.6200,331.3400,325.2300,327.5400,2924100
18-June-2014,334.3800,335.7500,325.0000,328.0000,6401500
19-June-2014,327.0000,338.9000,325.9800,335.2600,5320600
20-June-2014,324.2000,328.2200,320.4200,327.7600,6054000
23-June-2014,327.2400,327.5500,321.4100,323.3300,2604800
24-June-2014,324.1600,329.7300,322.7400,327.5400,2626600
25-June-2014,327.4400,328.1500,321.7400,324.3300,2327800
26-June-2014,325.6900,328.6500,322.1300,328.4900,2699500
27-June-2014,324.5700,326.5200,323.2700,325.8800,2416200
30-June-2014,324.7800,326.9800,322.2400,324.9800,2671300
01-July-2014,332.3900,333.2000,325.1000,325.8600,3173600
02-July-2014,332.8500,336.7600,331.6600,333.2000,2681300
03-July-2014,337.4900,338.3000,333.0800,334.8300,1944300
07-July-2014,333.5500,337.5500,332.5200,337.5000,2128900
08-July-2014,323.8100,333.7400,321.4000,333.1000,4271600
09-July-2014,329.9700,330.2000,323.1500,324.7100,3166100
10-July-2014,327.9200,329.9800,322.6500,324.3400,2665000
11-July-2014,346.2000,347.0000,334.7100,334.7100,8300800
14-July-2014,355.3200,355.7700,345.3600,347.0300,5609900
15-July-2014,354.4400,355.5900,349.4000,353.7200,4170900
16-July-2014,355.9000,359.3200,353.0000,355.6200,3503600
17-July-2014,352.4500,356.9600,351.3800,353.4400,3636000
18-July-2014,358.6600,359.6800,352.0800,354.4000,3407400
21-July-2014,359.7600,361.7100,356.7200,358.1000,2278400
22-July-2014,360.8400,362.9300,355.2500,355.2500,2888900
23-July-2014,358.1400,360.6300,356.6200,359.0500,2687300
24-July-2014,358.6100,364.8500,358.5200,359.9800,7088700
25-July-2014,324.0100,324.8700,314.7600,317.3000,17846500
28-July-2014,320.4100,324.8200,316.5000,324.2500,5932000
29-July-2014,320.0000,322.9000,319.5000,321.9800,2883800
30-July-2014,322.5100,322.7300,318.5000,321.4500,3969000
31-July-2014,312.9900,320.6800,311.8600,320.0100,5192000
01-August-2014,307.0600,315.8300,304.5900,313.6900,7441500
04-August-2014,313.6500,316.1800,308.5000,308.8400,4200900
05-August-2014,312.3200,314.5500,310.0600,313.3000,2852100
06-August-2014,313.8900,315.7800,310.2000,310.8300,2296900
07-August-2014,311.4500,315.8800,309.6500,315.2100,2935600
08-August-2014,316.8000,317.3200,310.6600,311.9400,2705900
11-August-2014,318.3300,320.3800,316.8800,318.4800,2468600
12-August-2014,319.3200,321.3100,316.9500,318.8900,1915800
13-August-2014,326.2800,331.7200,326.1400,327.6000,4945100
14-August-2014,333.2100,334.0900,326.7100,327.8000,3420400
15-August-2014,333.6300,335.0000,328.3200,334.0000,3896700
18-August-2014,334.5300,337.8000,333.7700,335.4800,2485400
19-August-2014,335.1300,335.8100,333.0100,334.8700,1713800
20-August-2014,335.7800,337.1600,334.0200,334.6800,1810500
21-August-2014,332.9100,336.5800,332.2300,336.4800,1971100
22-August-2014,331.5900,334.0800,330.8000,332.9900,2211200
25-August-2014,334.0200,336.7700,332.7100,333.2100,1957700
26-August-2014,341.8300,344.3600,334.5500,337.0000,3654700
27-August-2014,343.1800,346.6700,341.3400,342.0900,2961600
28-August-2014,340.0200,341.7900,338.8000,340.0000,2252700
29-August-2014,339.0400,341.8200,337.6800,341.7600,1939500
02-September-2014,342.3800,342.5000,337.1600,339.9800,2326000
03-September-2014,339.0000,343.2700,337.5500,342.5400,1993700
04-September-2014,345.9500,349.3800,343.5800,343.6900,3965600
05-September-2014,346.3800,346.8300,342.5000,346.3000,2107000
08-September-2014,342.3400,345.8100,339.0400,344.5400,2955300
09-September-2014,329.7500,341.7600,329.1800,341.6100,4646800
10-September-2014,331.3300,334.9800,328.8200,334.3000,3797400
11-September-2014,330.5200,333.0100,326.3900,329.9400,2720200
12-September-2014,331.1900,332.8900,328.7900,329.5600,3429300
15-September-2014,323.8900,331.3300,319.0000,330.9100,4000400
16-September-2014,327.7600,329.4800,320.1000,321.0700,3259900
17-September-2014,324.0000,328.0000,321.5200,327.7600,4136000
18-September-2014,325.0000,327.1000,323.7100,325.4400,2576900
19-September-2014,331.3200,332.7600,325.5700,327.6000,6886200
22-September-2014,324.5000,329.4900,321.0600,328.4900,3109700
23-September-2014,323.6300,327.6000,321.2500,322.4600,2352600
24-September-2014,328.2100,329.4400,319.5600,324.1700,2642200
25-September-2014,321.9300,328.5400,321.4000,327.9900,2928800
26-September-2014,323.2100,323.5000,317.6400,320.6000,3638000
29-September-2014,321.8200,323.7500,319.0000,320.5000,1924600
30-September-2014,322.4400,323.4300,318.5100,321.3600,2636200
01-October-2014,317.4600,322.1700,315.5500,322.0400,3089100
02-October-2014,318.4100,318.5300,311.3100,316.9200,3553900
03-October-2014,322.7400,325.1600,319.5300,320.3600,3037400
06-October-2014,322.2000,324.1300,319.6000,323.5000,2290300
07-October-2014,316.9800,322.0000,316.6700,319.4300,2365400
08-October-2014,322.7000,324.1100,314.1400,316.5800,3452800
09-October-2014,315.3700,322.2700,314.5200,321.4900,3587900
10-October-2014,311.3900,317.7700,311.3800,314.0200,3681900
13-October-2014,306.4500,313.2000,303.4700,309.8700,4363900
14-October-2014,308.3100,312.2400,305.7500,308.0000,3385800
15-October-2014,305.9700,307.9000,299.1000,304.3500,5343900
16-October-2014,302.8600,306.8200,293.8300,293.8300,4731300
17-October-2014,303.6400,309.2000,302.7200,307.1500,4405100
20-October-2014,306.2100,306.5300,302.0200,302.9500,3234500
21-October-2014,315.3300,315.6400,307.0700,309.9000,3559300
22-October-2014,312.9700,318.9800,312.6400,315.4300,3125900
23-October-2014,313.1800,316.8000,311.4000,313.4000,9038200
24-October-2014,287.0600,293.8100,284.0000,284.4000,19801100
27-October-2014,289.9700,290.4200,285.0200,285.7000,5950600
28-October-2014,295.5900,298.0000,289.7600,289.7600,5572600
29-October-2014,294.1200,299.6100,293.0700,299.1100,4881900
30-October-2014,299.0700,299.7400,292.3600,293.9800,4048200
31-October-2014,305.4600,305.7200,301.5000,305.1500,4550700
03-November-2014,305.7200,308.0100,303.2400,306.2400,3242500
04-November-2014,302.8100,304.2500,300.1700,303.9900,3427400
05-November-2014,296.5200,304.0000,294.1600,303.0100,4674500
06-November-2014,296.6400,297.0000,292.2900,296.6900,3758100
07-November-2014,299.8600,299.9900,296.2900,297.8200,2647400
10-November-2014,305.1100,305.8000,300.0000,300.0000,2809100
11-November-2014,312.0100,312.3800,303.6500,305.9400,3803600
12-November-2014,311.5100,312.5800,308.7900,310.7500,2181700
13-November-2014,316.4800,317.8900,311.5100,312.0000,3685700
14-November-2014,327.8200,332.8800,316.4000,317.1200,8876300
17-November-2014,323.0500,328.0000,318.0300,326.4400,4784600
18-November-2014,324.9300,329.5600,323.2500,323.9900,3549500
19-November-2014,326.5400,328.4000,324.0200,327.2500,3280800
20-November-2014,330.5400,332.6700,323.3300,324.0000,3435000
21-November-2014,332.6300,338.3300,331.4700,335.4200,4466000
24-November-2014,335.6400,337.3900,333.6000,334.7800,2753700
25-November-2014,335.0400,336.3300,331.2800,335.2700,2561200
26-November-2014,333.5700,334.6500,331.7500,333.7800,1983600
28-November-2014,338.6400,341.2600,336.0300,336.0300,3051800
01-December-2014,326.0000,340.6400,325.9300,338.1200,4944900
02-December-2014,326.3100,327.9300,323.2500,327.5000,2783500
03-December-2014,316.5000,326.7700,314.3600,325.7300,5681000
04-December-2014,316.9300,318.5900,313.4700,315.5300,3290300
05-December-2014,312.6300,316.9300,310.8400,316.8000,3265200
08-December-2014,306.6400,316.5600,304.8200,311.5700,3639200
09-December-2014,312.5000,313.6400,301.1400,302.9900,4049500
10-December-2014,305.8400,313.1900,304.6800,312.0000,3245900
11-December-2014,307.3600,312.6400,306.0100,307.8900,3262900
12-December-2014,307.3200,310.6400,303.0100,303.9900,3153500
15-December-2014,306.0700,310.8600,302.1500,308.8700,3841600
16-December-2014,295.0600,304.4900,295.0100,304.3500,6501300
17-December-2014,298.8800,299.6700,293.0300,296.3700,4433500
18-December-2014,297.7300,304.5000,293.2500,304.0100,7738100
19-December-2014,299.9000,301.5400,295.5200,296.9100,8709100
22-December-2014,306.5400,307.3600,301.9400,301.9400,4003800
23-December-2014,306.2900,307.4900,303.2500,306.9800,2713700
24-December-2014,303.0300,307.0000,302.8800,306.3800,1513800
26-December-2014,309.0900,310.7800,303.8100,305.0000,2887500
29-December-2014,312.0400,314.2700,306.5800,307.8500,3009000
30-December-2014,310.3000,313.9400,309.3400,309.9100,2093000
31-December-2014,310.3500,312.9800,310.0100,311.5500,2048000
02-January-2015,308.5200,314.7500,306.9600,312.5800,2783200
05-January-2015,302.1900,308.3800,300.8500,307.0100,2774200
06-January-2015,295.2900,303.0000,292.3800,302.2400,3519000
07-January-2015,298.4200,301.2800,295.3300,297.5000,2640300
08-January-2015,300.4600,303.1400,296.1100,300.3200,3088400
09-January-2015,296.9300,302.8700,296.6800,301.4800,2589500
12-January-2015,291.4100,298.5100,289.2800,297.5600,3421400
13-January-2015,294.7400,301.5000,293.2300,297.4800,4130900
14-January-2015,293.2700,295.9100,286.5000,291.9300,5538700
15-January-2015,286.9500,296.0000,286.8200,294.0000,4410200
16-January-2015,290.7400,290.7900,285.2500,286.2800,3478200
20-January-2015,289.4400,293.3600,286.3900,292.5900,3075100
21-January-2015,297.2500,306.0000,287.2600,289.6400,10065100
22-January-2015,310.3200,312.2500,300.0000,300.0000,5362600
23-January-2015,312.3900,316.9300,307.7200,308.0800,4496400
26-January-2015,309.6600,313.0000,307.5200,311.8200,3169700
27-January-2015,306.7500,310.2400,302.6300,306.3000,2920300
28-January-2015,303.9100,311.5100,303.8000,309.8100,3063800
29-January-2015,311.7800,312.8000,299.3300,304.7300,8656600
30-January-2015,354.5300,359.5000,340.7400,346.3200,23856100
02-February-2015,364.4700,365.0000,350.0100,350.0500,10231900
03-February-2015,363.5500,367.8200,360.2100,360.2900,6212600
04-February-2015,364.7500,367.5000,358.2300,358.3800,4169900
05-February-2015,373.8900,378.8000,365.9000,366.0000,7247600
06-February-2015,374.2800,375.9900,371.0100,374.8700,3871300
09-February-2015,370.5600,374.4100,367.2000,371.0000,2724600
10-February-2015,373.0000,374.3000,368.5100,371.1900,2287200
11-February-2015,375.1400,377.1000,371.1000,371.2300,2786500
12-February-2015,377.1700,378.5100,373.1500,375.1000,2791100
13-February-2015,381.8300,383.0000,377.0100,378.4100,3475100
17-February-2015,375.4300,379.9900,372.6700,377.7200,3673200
18-February-2015,373.3700,376.7400,372.8500,373.7800,2650600
19-February-2015,379.0000,381.8800,373.4300,373.4900,2953800
20-February-2015,383.6600,383.7000,375.8400,378.6200,3258000
23-February-2015,380.1400,384.5400,378.0000,383.4400,2177000
24-February-2015,378.5900,380.4800,376.1600,378.6500,1920800
25-February-2015,385.3700,387.8500,376.5400,377.2700,3174500
26-February-2015,384.8000,389.3700,383.2800,384.0700,2687100
27-February-2015,380.1600,385.9900,379.7900,384.0000,2532300
02-March-2015,385.6600,385.9000,379.4800,380.8500,2139200
03-March-2015,384.6100,386.1000,381.6000,383.9500,1946500
04-March-2015,382.7200,387.9000,382.1900,385.7100,2259100
05-March-2015,387.8300,388.4200,383.8900,385.6100,2693500
06-March-2015,380.0900,387.0000,378.8800,385.5200,2627000
09-March-2015,378.5600,379.3300,375.2800,378.4000,2311400
10-March-2015,369.5100,377.7700,369.1800,377.4500,3121000
11-March-2015,366.3700,373.3500,366.2600,370.6100,2495100
12-March-2015,374.2400,375.5000,367.5200,368.8200,2810000
13-March-2015,370.5800,373.9900,366.6800,371.5200,2611700
16-March-2015,373.3500,373.9400,366.7200,370.3800,2354100
17-March-2015,371.9200,374.5000,369.6400,371.1100,2037000
18-March-2015,375.1400,375.9900,366.7000,369.9700,2654100
19-March-2015,373.2400,377.1100,372.1900,373.8700,1915700
20-March-2015,378.4900,379.3700,375.9200,376.2900,3763600
23-March-2015,375.1100,381.7700,374.9400,378.0700,2239300
24-March-2015,374.0900,375.2400,372.2700,373.9900,2228200
25-March-2015,370.9600,380.5000,370.2900,375.1700,3429500
26-March-2015,367.3500,371.4000,365.6500,369.5900,2930000
27-March-2015,370.5600,373.1700,366.5700,367.1100,2609800
30-March-2015,374.5900,376.1200,371.5500,371.8700,1820900
31-March-2015,372.1000,377.7000,371.5100,373.2400,2506100
01-April-2015,370.2600,373.1600,368.3400,372.1000,2458100
02-April-2015,372.2500,373.2800,369.0000,370.5000,1875300
06-April-2015,377.0400,380.2000,369.3600,370.1000,3050700
07-April-2015,374.4100,379.3100,374.0300,376.1500,1954900
08-April-2015,381.2000,381.5800,374.6500,374.6600,2636400
09-April-2015,383.5400,384.4200,378.8000,380.6600,2392300
10-April-2015,382.6500,387.1200,381.3200,384.3100,2573500
13-April-2015,382.3600,385.2800,380.1400,383.5300,1894500
14-April-2015,385.1100,387.8100,381.2100,383.5100,2583600
15-April-2015,383.4500,385.7800,381.6400,384.6500,1921200
16-April-2015,386.0400,387.4500,383.5500,383.6900,2070500
17-April-2015,375.5600,383.5600,374.4000,382.6300,3828800
20-April-2015,389.5100,391.9400,377.0000,378.5500,5001400
21-April-2015,391.1800,394.6000,386.8000,391.3100,4634500
22-April-2015,389.8000,394.2800,388.0000,391.9100,3447200
23-April-2015,389.9900,391.8800,386.1500,390.2100,6640600
24-April-2015,445.1000,452.6500,439.0000,439.0000,17031400
27-April-2015,438.5600,446.9900,437.4100,443.8600,5420600
28-April-2015,429.3100,439.0000,428.0400,438.5100,4129800
29-April-2015,429.3700,434.2400,426.0300,426.7500,3613300
